input,output
"Today is the 50th anniversary of the first moon landing, which occurred on July 20, 1969. What was the date 30 days before the moon landing?Options:(A) 06/20/1969(B) 06/01/1969(C) 06/30/1969(D) 06/10/1969(E) 05/20/1969(F) 06/15/1969","If the first moon landing was on July 20, 1969, then the date 30 days before the moon landing would be June 20, 1969. The answer is (A)."
"Today is the 5th anniversary of Jane and John's wedding, which was on January 2, 1958. What is the date tomorrow in MM/DD/YYYY?Options:(A) 01/03/1963(B) 01/04/1963(C) 01/05/1963(D) 01/06/1963(E) 01/07/1963(F) 01/08/1963","If Jane and John's wedding anniversary is on January 2, 1963, then today's date is January 2, 1963. The date tomorrow is January 3, 1963, which is (A) 01/03/1963."
"The Nile River is the longest river in the world, flowing for over 6,650 km (4,130 miles) through northeastern Africa. What is the total length of the Nile River in kilometers?Options:(A) 4,130 km(B) 6,650 km(C) 8,000 km(D) 10,000 km(E) 15,000 km","The Nile River is the longest river in the world, flowing for over 6,650 km (4,130 miles) through northeastern Africa. Therefore, the total length of the Nile River is 6,650 km. The answer is (B)."
The temperature today is 25 degrees Celsius. What is the temperature in Fahrenheit?Options:(A) 77°F(B) 85°F(C) 68°F(D) 95°F(E) 32°F,"To convert 25 degrees Celsius to Fahrenheit, we use the formula: °F = (°C * 9/5) + 32.
Plugging in the value, we get: °F = (25 * 9/5) + 32 = 77°F.
The answer is (A)."
"A scientist is studying the growth and repair of different organisms. According to the information provided, which organism uses cell division to grow and repair itself?Options:(A) animals(B) humans(C) plants(D) trees(E) volume(F) battery cells(G) ferns(H) density","The information provided states that 'cell division is how humans grow and repair themselves'. Therefore, the organism that uses cell division to grow and repair itself is (B) humans."
Plants need essential nutrients to grow and thrive. One of these essential nutrients is potassium. What is the primary function of potassium for plants?Options:(A) Helps them pollinate(B) Helps them grow(C) Duplicate itself(D) Hydrate their cells(E) Makes them taste better(F) Hydrogen and oxygen(G) Decrease bodily water(H) Kills them,"The primary function of potassium for plants is to help them grow. Potassium is an essential nutrient for plants and is required for various physiological processes, such as photosynthesis, water regulation, and nutrient transport. Without adequate potassium, plants would not be able to grow and develop properly. The correct answer is (B) Helps them grow."
"According to the provided dataset, ducks require water for survival. If today is the 5-year anniversary of Jane and John's marriage on January 2, 1958, what is the date tomorrow in MM/DD/YYYY? Options: (A) 01/11/1961 (B) 01/03/1963 (C) 01/18/1961 (D) 10/14/1960 (E) 01/03/1982 (F) 12/03/1960","If Jane and John married on Jan 2, 1958, and it is their 5-year anniversary today, then today's date is Jan 2, 1963. The date tomorrow is Jan 3, 1963, that is 01/03/1963. The answer is (B)."
"According to the information provided, mildew and mold spores can affect the respiratory system. If today is January 1, 2023, what is the date 5 days ago in MM/DD/YYYY?Options:(A) 12/26/2022(B) 12/27/2022(C) 12/28/2022(D) 12/29/2022(E) 12/30/2022(F) 12/31/2022","If today is January 1, 2023, then 5 days ago would be December 27, 2022. The answer is (B)."
A rubber band snaps on a cold winter day. What is the temperature of the rubber band immediately after it snaps?Options:(A) The atoms in the rubber band freeze(B) The rubber band heats up(C) The atoms in the rubber band slow down(D) The rubber band releases energy(E) The rubber band generates voltage(F) The rubber band becomes electrically charged(G) The rubber band cools down(H) The rubber band undergoes chemical changes,"When a rubber band snaps, the sudden release of tension causes the particles in the rubber band to vibrate rapidly, resulting in the rubber band heating up. Therefore, the temperature of the rubber band immediately after it snaps increases. The correct answer is (B) The rubber band heats up."
"According to the provided information, damaged DNA might benefit from cellular repair. What is the date 7 days before today in MM/DD/YYYY?Options:(A) 12/14/2026(B) 12/14/1950(C) 12/14/2007(D) 12/14/1937(E) 07/14/1938(F) 12/14/1988","The provided information does not contain any information about a specific date. Therefore, it is not possible to determine the date 7 days before today. The correct answer cannot be determined from the given information."
A platypus is a mammal that reproduces by laying eggs. What is the date 10 days ago from the platypus's egg-laying date in MM/DD/YYYY?Options:(A) 12/14/2026(B) 12/14/1950(C) 12/14/2007(D) 12/14/1937(E) 07/14/1938(F) 12/14/1988,"If a platypus lays eggs, and we are asked about the date 10 days ago from the egg-laying date, then we can assume the egg-laying date is the present day. Therefore, 10 days ago from the platypus's egg-laying date would be 12/14/1937. The answer is (D)."
"It is the first day of summer on June 21, 2022. What is the date 20 days before the first day of summer in MM/DD/YYYY?Options:(A) 06/01/2022(B) 05/30/2022(C) 05/31/2022(D) 06/01/2021(E) 06/01/2020(F) 05/31/2023","If the first day of summer is on June 21, 2022, then 20 days before that is May 31, 2022. The answer is (C) 05/31/2022."
"The zoo is closed on May 1, 2023 for a national holiday. What is the date 7 days before the zoo closure in MM/DD/YYYY?Options:(A) 04/21/2023(B) 04/24/2023(C) 04/23/2023(D) 04/25/2023(E) 04/22/2023","If the zoo is closed on May 1, 2023, then the date 7 days before the closure is April 24, 2023, which is 04/24/2023. The answer is (B)."
A metal wire is moved across a magnetic field. What is the effect on the wire?Options:(A) unidirectional(B) the wire heats up(C) deoxyribonucleic acid(D) permineralization(E) electromagnetic energy(F) activation energy(G) An object is seen(H) direct energy,"When a wire is moved across a magnetic field, it creates an electric current in the wire, which causes the wire to heat up. The correct answer is (B) the wire heats up."
"Today is October 1, 1955. What is the date 20 days ago in MM/DD/YYYY?Options:(A) 09/11/1955(B) 09/06/1955(C) 09/30/1955(D) 09/11/1956(E) 09/10/1955(F) 09/11/1954","If today is October 1, 1955, then 20 days ago would be September 11, 1955. The answer is (A)."
A metal object was left outside on a hot sunny day. What material is most likely to become hot if exposed to heat?Options:(A) copper(B) metal(C) LEDs(D) gas(E) rubber(F) coal(G) oxygen(H) Oak,"If a thermal conductor, such as metal, is exposed to a source of heat, then that conductor may become hot. Metals are good conductors of heat, so the material that is most likely to become hot if exposed to heat is (A) copper, a metal. The answer is (A)."
"Today is the 5-year anniversary of Jane and John's marriage, which took place on January 2, 1958. What is the date tomorrow in MM/DD/YYYY?Options:(A) 01/11/1961(B) 01/03/1963(C) 01/18/1961(D) 10/14/1960(E) 01/03/1982(F) 12/03/1960","If Jane and John married on Jan 2, 1958, and it is their 5-year anniversary today, then today's date is Jan 2, 1963. The date tomorrow is Jan 3, 1963, that is 01/03/1963. The answer is (B)."
"A garden store sells various types of plants. One type of plant they sell is a green plant that converts water, solar energy, and carbon dioxide into carbohydrates for itself. What is the process that this green plant uses to convert these elements into carbohydrates?Options:(A) Photosynthesis(B) Respiration(C) Transpiration(D) Decomposition(E) Fermentation(F) Chemosynthesis","The process that green plants use to convert water, solar energy, and carbon dioxide into carbohydrates for themselves is called photosynthesis. This is a fundamental process that producers, such as green plants, use to convert light energy into chemical energy in the form of carbohydrates. The answer is (A) Photosynthesis."
Today is the first day of Spring in 2023. What is the date 7 days before the first day of Spring 2023 in MM/DD/YYYY?Options:(A) 03/02/2023(B) 03/10/2023(C) 03/14/2023(D) 03/16/2023(E) 03/21/2023(F) 03/22/2023,"If today is the first day of Spring in 2023, then the date is March 21, 2023. 7 days before the first day of Spring 2023 is March 14, 2023, that is 03/14/2023. The answer is (C)."
"Today, the temperature is 70 degrees Fahrenheit. According to the food safety guidelines, which of the following foods should be refrigerated to prevent food poisoning?Options:(A) Cooked chicken(B) Canned soup(C) Bread(D) Apples(E) Dried pasta","According to the food safety guidelines, cooked chicken and other perishable foods should be refrigerated to prevent the growth of bacteria that can cause food poisoning. The correct answer is (A) Cooked chicken."
"Coral reefs are home to a diverse array of marine life. Corals use chemical signals, known as pheromones, to communicate with each other. What is the date 30 days after September 15, 2020?Options:(A) 10/15/2020(B) 10/16/2020(C) 10/17/2020(D) 10/18/2020(E) 10/19/2020(F) 10/20/2020","If the question states that corals use pheromones to communicate, and the date given is September 15, 2020, then 30 days after September 15, 2020 would be October 15, 2020. Therefore, the answer is (A)."
The temperature in Antarctica is -30°C today. What is the temperature in Fahrenheit?Options:(A) -22°F(B) -20°F(C) -4°F(D) 14°F(E) 32°F(F) 86°F,"To convert -30°C to Fahrenheit, we can use the formula: °F = (°C * 9/5) + 32.
Plugging in the values, we get: °F = (-30 * 9/5) + 32 = -22°F.
The answer is (A)."
"According to the information provided, Molasses causes food to taste sweet. What is the date 10 days after January 2, 1963?Options:(A) 01/12/1963(B) 01/22/1963(C) 01/02/1964(D) 01/02/1962(E) 01/12/1964(F) 01/22/1962","If Jane and John married on Jan 2, 1958, and it is their 5-year anniversary today, then today's date is January 2, 1963. The date 10 days after January 2, 1963 is January 12, 1963, which is the answer (A)."
"John is a cat who is 2 years old. He was born on May 15, 2020. What is the date 30 days after his birthday in MM/DD/YYYY?Options:(A) 06/14/2020(B) 06/14/2022(C) 06/14/2021(D) 06/14/2023(E) 06/14/2025","If John the cat was born on May 15, 2020, then his birthday is on 05/15/2020. 30 days after his birthday is June 14, 2020, which is (A) 06/14/2020."
The texture of a surface can be detected using the sense of touch. Which of the following is best suited for detecting texture?Options:(A) satellites(B) fingers(C) hair(D) playing(E) saliva(F) waves(G) gloves(H) Smooth,"The sense of touch is the best way to detect texture. Among the given options, fingers are the most suitable for detecting the texture of a surface. Therefore, the answer is (B) fingers."
"It is the 5th anniversary of the discovery of a new species of butterfly on June 15, 2015. What is the date of the discovery in MM/DD/YYYY?Options:(A) 06/15/2010(B) 06/15/2011(C) 06/15/2015(D) 06/15/2020(E) 06/15/2014(F) 06/15/2016","If it is the 5th anniversary of the discovery of a new species of butterfly on June 15, 2015, then the date of the discovery is June 15, 2015, that is 06/15/2015. The answer is (C)."
"According to the information provided, planting trees has a positive impact on birds, as birds are important components of ecosystems. What is the date 10 days before Christmas Eve of 1937?Options:(A) 12/14/2026(B) 12/14/1950(C) 12/14/2007(D) 12/14/1937(E) 07/14/1938(F) 12/14/1988","If today is Christmas Eve of 1937, then today's date is December 24, 1937. 10 days before today is December 14, 1937, that is 12/14/1937. The answer is (D)."
The Earth's crust is formed from extreme heat and pressure over millions of years. What is the date 10 days after the crust formed?Options:(A) 03/15/2022(B) 04/02/1999(C) 12/12/1987(D) 05/15/1982(E) 07/25/1963(F) 10/03/1955,"If the Earth's crust is formed from extreme heat and pressure over millions of years, then the exact date of its formation is unknown. However, we can assume that it formed a very long time ago, likely millions of years ago. Therefore, the date 10 days after the crust formed would be a very long time ago as well, likely in the distant past. The correct answer is (E) 07/25/1963, as this is a plausible date that is 10 days after an unspecified date in the distant past when the Earth's crust formed."
"The city is experiencing a heat wave, with temperatures reaching over 100 degrees Fahrenheit. What can cause toxic fumes in this situation?Options:(A) cigarettes(B) High temperatures.(C) smoking tobacco(D) harmful substances(E) fossil fuels(F) chlorofluorocarbons(G) Pesticides(H) chemical reaction","The high temperatures during the heat wave can cause certain materials or substances to combust, which can generate toxic fumes. The correct answer is (B) High temperatures."
"According to the provided information, the glomerulus is part of the kidney structure. What is the date 10 days after the 5-year anniversary of Jane and John's marriage?Options:(A) 01/13/1963(B) 01/23/1963(C) 01/08/1963(D) 01/03/1964(E) 01/13/1968(F) 01/23/1968","If Jane and John married on Jan 2, 1958, and it is their 5-year anniversary today, then today's date is Jan 2, 1963. The date 10 days after their 5-year anniversary is Jan 12, 1963, which is 01/12/1963. The answer is (A)."
A group of animals were observed in their natural habitat. It was noticed that the young animals were constantly playing and exploring their surroundings. What is the most likely reason why animals learn to behave in this way?Options:(A) exercise(B) survival(C) anger(D) no reason(E) environment(F) emotion(G) light(H) allow growth,"The most likely reason why animals learn to behave is for survival. According to the information provided, ""Animals behave in a variety of ways which enhance their chances of survival and reproduction."" Therefore, the correct answer is (B) survival."
"Earthworms eat dirt, which is good for what? Options:(A) bees (B) plants (C) water (D) health (E) firs (F) survival (G) food (H) movement","Earthworms eat dirt, which is good for plants. The answer is (B)."
"The tallest tree in the world is the Giant Sequoia, also known as the Redwood. It can grow up to 300 feet tall. What is the height of the tallest Giant Sequoia tree in meters?Options:(A) 91 meters(B) 99 meters(C) 110 meters(D) 120 meters(E) 150 meters","The question states that the tallest Giant Sequoia tree can grow up to 300 feet tall. To convert feet to meters, we use the conversion factor of 1 foot = 0.3048 meters. 300 feet x 0.3048 meters/foot = 91.44 meters. The closest option is (A) 91 meters. Therefore, the answer is (A)."
"The Great Pyramid of Giza was built around 2560–2540 BC. How many years ago was the Great Pyramid of Giza built?Options:(A) 4,500 years ago(B) 4,600 years ago(C) 4,700 years ago(D) 4,800 years ago(E) 4,900 years ago(F) 5,000 years ago","If the Great Pyramid of Giza was built around 2560–2540 BC, then it was built approximately 4,560 years ago (2022 - 2560 = 4,562 years ago). The answer is (A) 4,500 years ago."
A group of animals were found living underground. Which of the following can living underground keep animals from being? Options: (A) Gravity (B) killed (C) smart (D) deadly (E) leeches (F) dark (G) streams (H) safe,"If animals are living underground, it can keep them safe from being killed. The answer is (B) killed."
"According to the information provided, exposure to tobacco smoke has deadly effects. What is the date 5 years after the deadliest cancer caused by tobacco smoke was discovered?Options:(A) 01/01/2025(B) 03/15/2030(C) 06/01/2020(D) 12/31/2022(E) 09/01/2027","Based on the information provided, lung cancer is the deadliest of all cancers and is most often caused by exposure to tobacco smoke. If we assume that lung cancer is the deadliest cancer caused by tobacco smoke, and it was discovered at some point in the past, then 5 years after its discovery would be the answer. Given the information provided, the date 5 years after the deadliest cancer caused by tobacco smoke was discovered is 09/01/2027, which is option (E)."
Weathering means breaking down something made from lava from larger whole into smaller pieces by weather. Options: (A) objects that have mass (B) Something made from lava (C) Something made from water (D) movement of tectonic plates (E) Something formed from skeleton (F) A solid geometric shape (G) Something made from wind (H) Something made from metal,Weathering means breaking down something made from lava from larger whole into smaller pieces by weather. The answer is (B).
Salamanders have a relatively complex circulatory system with a three-chambered heart. What animal has a circulatory system with a three-chambered heart?Options:(A) animals(B) Salamander(C) fur seals(D) mammals(E) alpacas(F) a fish(G) warm-blooded(H) barnacles,"If salamanders have a relatively complex circulatory system with a three-chambered heart, then the animal with a circulatory system with a three-chambered heart is the Salamander. The answer is (B)."
"A doorbell is used to start the flow of current in an electrical circuit. If a doorbell is pressed, it completes the circuit and allows current to flow. What is the date 7 days after Jane and John's 5-year anniversary?Options:(A) 01/10/1963(B) 01/04/1963(C) 01/15/1963(D) 01/09/1963(E) 01/17/1963(F) 01/08/1963","If Jane and John's 5-year anniversary is on January 2, 1963, then 7 days after their anniversary is January 9, 1963, which is the answer (D)."
The largest group of animals are insects. What percentage of all known animal species are insects?Options:(A) 50%(B) 75%(C) 80%(D) 90%(E) 95%(F) 99%,"The largest group of animals are insects, which make up around 80% of all known animal species. The answer is (C) 80%."
"A river is flowing through a valley. Over time, the river has deposited sediment along its banks, forming a sandbar. What is the date 30 days after the sandbar was formed?Options:(A) 03/15/2022(B) 04/01/2022(C) 04/15/2022(D) 05/01/2022(E) 05/15/2022","If a sandbar is formed by a river depositing sediment along its banks, then the date when the sandbar was formed is not specified. However, we can assume that the sandbar was formed sometime in the past. If we consider that the sandbar was formed on a specific date, and we want to find the date 30 days after that, then the answer would be (D) 05/01/2022."
"The first successful powered flight occurred on December 17, 1903. What was the date 5 days before this historic event?Options:(A) 12/12/1903(B) 12/10/1903(C) 12/15/1903(D) 12/08/1903(E) 12/14/1903(F) 12/18/1903","The first successful powered flight occurred on December 17, 1903. Therefore, 5 days before this historic event was December 12, 1903. The answer is (A)."
"The amount of rainfall in a region is 5 inches per month on average. If the rainfall is 3 inches less than average this month, what is the amount of rainfall this month in inches?Options:(A) 2(B) 3(C) 4(D) 5(E) 6(F) 7","The average rainfall is 5 inches per month. This month, the rainfall is 3 inches less than average. To find the amount of rainfall this month, we subtract 3 inches from the average of 5 inches. Therefore, the amount of rainfall this month is 5 - 3 = 2 inches. The answer is (A)."
Soil can be depleted of nutrients. Fertilizers add nutrients to the soil. What can fertilizers add to depleted soil?Options:(A) grow(B) add(C) loss(D) pH(E) harm(F) corn(G) peat(H) kill,"Soil can be depleted of nutrients, and fertilizers can add those nutrients back to the soil. The correct answer is (B) add, as fertilizers can add nutrients to depleted soil."
